part,name,description,category,product_line_id,release_date,original_condition_id
T0E34UT#ABA,HP lt4211 Mobile Module,HP lt4211 LTE/EV-DO/HSPA + WWAN Mobile Broadband Module,Accessories>Computer Components>Other,Commercial,2016-06-07,Excess New
J8F06UT,HP lt4211 Wireless Module,HP lt4211 LTE/EV-DO/HSPA+ WWAN,Accessories>Computer Components>Other,Commercial,2015-04-10,Refurbished
J8F06AA,HP lt4211 Wireless Module,HP lt4211 LTE/EV-DO/HSPA+ WWAN,Accessories>Computer Components>Other,Commercial,2015-10-05,Excess New
C8R23A#STD,HP MSA 2040 8Gb SW FC SFP 4 Rfrbd Pk,HP MSA 2040 8Gb Short Wave Fibre Channel SFP+ 4-pack Transceiver,Accessories>Computer Components>Other,Commercial,2014-06-10,Refurbished
QP906AA,HP Powered Serial Port Card,HP Powered Serial Port Card,Accessories>Computer Components>Other,Commercial,2013-05-10,Refurbished
E3F39AA,HP Slim Removable SATA Carrier,HP Slim Removable SATA HDD Carrier,Accessories>Computer Components>Other,Commercial,2014-04-10,Refurbished
E5Z73AA,HP Thunderbolt Port AiO Module,HP Thunderbolt 2-Port AiO Module,Accessories>Computer Components>Other,Commercial,2004-07-01,Refurbished
WD301AA,HP un2420 Broadband Module,HP un2420 EV-DO-HSDPA Mobile Broadband Module,Accessories>Computer Components>Other,Commercial,2013-08-29,Excess New
H6F23AA,HP un2430 EV-DO/HSPA W8 Mini Card,HP un2430 EV-DO/HSPA W8 Mini Card,Accessories>Computer Components>Other,Commercial,2013-08-20,Excess New
H6F23UT,HP UN2430 EV-DO/HSPA WWAN MINI CARD,HP UN2430 EV-DO/HSPA WWAN MINI CARD,Accessories>Computer Components>Other,Commercial,2013-05-10,Excess New
H6F23UTR,HP un2430 EV-DO/HSPA WWAN Rfrbd Mini Card,HP un2430 EV-DO/HSPA WWAN Mini Card,Accessories>Computer Components>Other,Commercial,2013-09-05,Excess New
H2P66AA,HP Upgrade Bay 750GB HD,HP Upgrade Bay 750GB 7200rpm HD,Accessories>Computer Components>Other,Commercial,2013-02-27,Excess New
LV290AA#ABM,HP Wireless Classic LTNA Rfrbd Desktop,HP Wireless Classic LTNA Desktop,Accessories>Computer Components>Other,Consumer,2013-03-19,Excess New
A0X30AA#ABM,HP Wireless Slim LTNA Rfrbd Desktop,HP Wireless Slim LTNA Desktop,Accessories>Computer Components>Other,Consumer,2014-05-09,Excess New
JD092B#STD,HP X130 10G SFP+ LC SR Rfrbd Transceiver,HP X130 SFP+ LC SR Transceiver,Accessories>Computer Components>Other,Commercial,2014-06-10,Refurbished
E1U64AA,HP z230 Tower Full Length Card Guide Kit,HP z230 Tower Full Length Card Guide Kit,Accessories>Computer Components>Other,Commercial,2015-06-12,Excess New
M6W78AA,HP Z240 Tower Front Card Guide Kit,HP Z240 Tower Front Card Guide Kit,Accessories>Computer Components>Other,Commercial,2016-11-08,Refurbished
A9A48AA,HP z420 Handle in Top Optical Bay,HP z420 Handle in Top Optical Bay,Accessories>Computer Components>Other,Commercial,2015-10-12,Excess New
J9P80AA,HP z440 Fan and Front Card Guide Kit,HP z440 Fan and Front Card Guide Kit,Accessories>Computer Components>Other,Commercial,2015-07-03,Excess New
B8S55AA,HP z6/8 Rail Rack Flush Mount Kit,HP z6/8 Adjustable Rail Rack Flush Mount Kit,Accessories>Computer Components>Other,Commercial,2014-01-07,Excess New
V4A91AA,Intel Ethernet I350-T2 2-Port 1Gb NIC,Intel Ethernet I350-T2 2-Port 1Gb NIC,Accessories>Computer Components>Other,Commercial,2016-08-25,Refurbished
W8X25AA,Intel Ethernet I350-T4 4-Port 1Gb NIC,Intel Ethernet I350-T4 4-Port 1Gb NIC Network Card,Accessories>Computer Components>Other,Commercial,2017-08-23,Excess New
E0X20AA,LSI 9217-4i4e 8-port SAS 6Gb/s RAID Card,LSI 9217-4i4e 8-port SAS 6Gb/s RAID Card,Accessories>Computer Components>Other,Commercial,2015-12-09,Excess New
WE465AAR,LSI 9260-8i SAS 6Gb/s ROC RAID Rfrbd Card,LSI 9260-8i SAS 6Gb/s ROC RAID Card,Accessories>Computer Components>Other,Commercial,2014-07-31,Refurbished
E0X21AA,LSI 9270-8i 6Gb/s ROC Card,LSI 9270-8i SAS 6Gb/s ROC RAID Card,Accessories>Computer Components>Other,Commercial,2016-04-15,Refurbished
E0X21AAR,LSI 9270-8i SAS 6Gb/s ROC RAID Rfrbd Card,LSI 9270-8i SAS 6Gb/s ROC RAID Card,Accessories>Computer Components>Other,Commercial,2015-07-31,Refurbished
SFM0970940,Nuance Mx Proximity Reader Module,Nuance Mx Proximity Reader Module,Accessories>Computer Components>Other,Commercial,2016-04-07,Excess New
N3R54AA,Z840 HP 3D Vapor Cooler,Z840 HP 3D Vapor Cooler,Accessories>Computer Components>Other,Commercial,2017-05-02,Excess New
AQ731UT#ABA,HP Essential USB 2.0 Port Replicator,HP Essential USB 2.0 Port Replicator,Accessories>Docking Stations,Commercial,2012-02-14,Refurbished
A7E36AA#ABA,HP 2012 120W Advanced Docking Station,"HP 120W Advanced Docking Station (PB 640/645/650/655 G1, ZB 15 G2) ",Accessories>Docking Stations,Commercial,2012-07-26,Excess New
H1L08UT#ABA,HP 3005pr USB 3.0 Port Replicator,HP 3005pr USB 3.0 Port Replicator,Accessories>Docking Stations,Commercial,2012-07-26,Excess New
H1L07AA#ABA,HP 2005pr USB2.0 Port Replicator ,HP 2005pr USB2.0 Port Replicator ,Accessories>Docking Stations,Commercial,2012-08-27,Excess New
H1L07UT#ABA,HP 2005pr USB 2.0 Port Replicator,HP 2005pr USB 2.0 Port Replicator,Accessories>Docking Stations,Commercial,2012-08-29,Excess New
H1L08UT#ABA,HP 3005pr USB 3.0 Rfrbd Port Replicator,HP 3005pr USB 3.0 Port Replicator,Accessories>Docking Stations,Commercial,2012-08-29,Excess New
A7E34AA#ABA,HP 2012 230W Docking Station,"HP 230W Docking Station (PB 640/645/650/655 G1, ZB 15/17 G2)",Accessories>Docking Stations,Commercial,2012-09-28,Refurbished
H1L08AA#ABA,HP 3005pr USB 3.0 Port Replicator,HP 3005pr USB 3.0 Port Replicator,Accessories>Docking Stations,Commercial,2012-10-09,Refurbished
H1L08AA#ABA,HP 3005pr USB 3.0 Rfrbd Port Replicator,HP 3005pr USB 3.0 Port Replicator,Accessories>Docking Stations,Commercial,2012-10-14,Refurbished
A9B77AA#ABA,HP 2570 Docking Station,HP 2570 Docking Station,Accessories>Docking Stations,Commercial,2012-10-17,Refurbished
A7E36UT#ABA,HP 120W Advanced Docking Rfrbd Station,"HP 120W Advanced Docking Station (PB 640/645/650/655 G1, ZB 15 G2)",Accessories>Docking Stations,Commercial,2012-10-18,Excess New
A7E34UT#ABA,HP 2012 230W Docking Station,"HP 230W Docking Station (PB 640/645/650/655 G1, ZB 15/17 G2)",Accessories>Docking Stations,Commercial,2012-10-24,Excess New
A9B77UT#ABA,HP 2570 Docking Station,HP 2570 Docking Station,Accessories>Docking Stations,Commercial,2012-10-24,Refurbished
A7E34AA#ABA,HP 2012 230W Docking Rfrbd Station,"HP 230W Docking Station (PB 640/645/650/655 G1, ZB 15/17 G2)",Accessories>Docking Stations,Commercial,2012-11-04,Excess New
A7E34UT#ABA,HP 2012 230W Docking Rfrbd Station,"HP 230W Docking Station (PB 640/645/650/655 G1, ZB 15/17 G2)",Accessories>Docking Stations,Commercial,2012-11-04,Excess New
A9B77AA#ABA,HP 2570 Docking Rfrbd Station,HP 2570 Docking Station,Accessories>Docking Stations,Commercial,2012-11-05,Refurbished
A7E36UT#ABA,HP 120W Advanced Docking Station,"HP 120W Advanced Docking Station (PB 640/645/650/655 G1, ZB 15 G2) ",Accessories>Docking Stations,Commercial,2012-11-13,Excess New
A7E36AA#ABA,HP 2012 120W Adv Rfrbd Docking Station,"HP 120W Advanced Docking Station (PB 640/645/650/655 G1, ZB 15 G2)",Accessories>Docking Stations,Commercial,2012-11-14,Excess New
A7E38UT#ABA,HP 2012 230W Adv Rfrbd Docking Station,"HP 230W Advanced Docking Station (PB 640/645/650/655 G1, ZB 15/17 G2)",Accessories>Docking Stations,Commercial,2012-11-14,Excess New
A9B77UT#ABA,HP 2570 Docking Rfrbd Station,HP 2570 Docking Station,Accessories>Docking Stations,Commercial,2012-12-12,Excess New
B9C87AA#ABA,HP UltraSlim Docking Station,HP UltraSlim DisplayPort 1.1a (1) VGA (1) Docking Station,Accessories>Docking Stations,Commercial,2013-01-04,Excess New
B9C87UT#ABA,HP UltraSlim Docking Station,HP UltraSlim DisplayPort 1.1a (1) VGA (1) Docking Station,Accessories>Docking Stations,Commercial,2013-02-27,Excess New
A7E38AA#ABA,HP 230W Adv Dock Station Rfrbd,"HP 230W Adv Dock Station (PB 640/645/650/655 G1, ZB 15/17 G2)",Accessories>Docking Stations,Commercial,2013-01-28,Excess New
A7E38AA#ABA,HP 230W Muf1.0 Adv Dock Station,"HP 230W Muf1.0 Adv Dock Station (PB 640/645/650/655 G1, ZB 15/17 G2)",Accessories>Docking Stations,Commercial,2012-11-02,Excess New
A7E38UT#ABA,HP 230W Muf1.0 Adv Dock Station,"HP 230W Muf1.0 Adv Dock Station (PB 640/645/650/655 G1, ZB 15/17 G2)",Accessories>Docking Stations,Commercial,2012-11-02,Refurbished
WA995AA#ABA,HP 2740p/2760p Ultra-Slim Expansion Base,HP 2740p/2760p Series Ultra-Slim Expansion Base,Accessories>Docking Stations,Commercial,2014-06-03,Refurbished
WA995UT#ABA,HP 2740p/2760p Ultra-Slim Expansion Base,HP 2740p/2760p Series Ultra-Slim Expansion Base,Accessories>Docking Stations,Commercial,2014-06-03,Refurbished
WA995AA#ABA,HP 2740p/2760p Ultra-Slim Rfrbd Exp Base,HP 2740p/2760p Series Ultra-Slim Expansion Base,Accessories>Docking Stations,Commercial,2014-06-03,Refurbished
WA995UT#ABA,HP 2740p/2760p Ultra-Slim Rfrbd Exp Base,HP 2740p/2760p Series Ultra-Slim Expansion Base,Accessories>Docking Stations,Commercial,2014-06-03,Refurbished
C0M84UT#ABA,HP ElitePad Docking Station,HP ElitePad Docking Station (ElitePad 900/1000 G2),Accessories>Docking Stations,Commercial,2013-05-07,Refurbished
C0M84AA#ABA,HP ElitePad Docking Station,HP ElitePad Docking Station (ElitePad 900/1000 G2),Accessories>Docking Stations,Commercial,2013-05-14,Refurbished
B9C87UT#ABA,HP UltraSlim Rfrbd Docking Station,HP UltraSlim DisplayPort 1.1a (1) VGA (1) Docking Station,Accessories>Docking Stations,Commercial,2013-05-16,Refurbished
A7E35AV#ABA,HP PR 230w Pum1.0 Docking Station,HP PR 230w Pum1.0 Docking Station,Accessories>Docking Stations,Commercial,2013-06-24,Refurbished
B9C87AA#ABA,HP UltraSlim Rfrbd Docking Station,HP UltraSlim DisplayPort 1.1a (1) VGA (1) Docking Station,Accessories>Docking Stations,Commercial,2013-06-25,Refurbished
C0M84AA#ABA,HP ElitePad Rfrbd Docking Station,HP ElitePad Docking Station (ElitePad 900/1000 G2),Accessories>Docking Stations,Commercial,2013-07-24,Refurbished
C0M84UT#ABA,HP ElitePad Rfrbd Docking Station,HP ElitePad Docking Station (ElitePad 900/1000 G2),Accessories>Docking Stations,Commercial,2013-07-24,Refurbished
B9C86AV#ABA,HP UltraSlim Docking Station,HP UltraSlim DisplayPort 1.1a (1) VGA (1) Docking Station,Accessories>Docking Stations,Commercial,2013-07-25,Refurbished
A7E32AA#ABA,HP 90W Dock Station Pum1.0 ,HP 90W Dock Station Pum1.0 (PB 640/645/650/655 G1),Accessories>Docking Stations,Commercial,2012-08-27,Refurbished
A7E32UT#ABA,HP 90W Dock Station Pum1.0 ,HP 90W Dock Station Pum1.0 (PB 640/645/650/655 G1),Accessories>Docking Stations,Commercial,2012-10-01,Refurbished
A7E32AA#ABA,HP 90W Dock Station Rfrbd Pum1.0 ,HP 90W Dock Station Pum1.0 (PB 640/645/650/655 G1),Accessories>Docking Stations,Commercial,2012-09-27,Refurbished
A7E32UT#ABA,HP 90W Dock Station Rfrbd Pum1.0 ,HP 90W Dock Station Pum1.0 (PB 640/645/650/655 G1),Accessories>Docking Stations,Commercial,2012-11-02,Refurbished
A7E33AV#ABA,HP 90W Docking Station,HP 90W Dockomg Station (PB 640/645/650/655 G1),Accessories>Docking Stations,Commercial,2017-06-13,Refurbished
F7M97UT#ABA,HP Adv Wireless Rfrbd Docking Station,HP Advanced Wireless Dock (WiGig) (x2 1011 & 1012 w/18260 WiGig WLAN),Accessories>Docking Stations,Commercial,2015-05-28,Refurbished
F7M97AA#ABA,HP Adv Wireless Rfrbd Docking Station,HP Advanced Wireless Dock (WiGig) (x2 1011 & 1012 w/18260 WiGig WLAN),Accessories>Docking Stations,Commercial,2015-11-05,Refurbished
F7M96AV#ABA,HP Adv Wireless Rfrbd Docking Station,HP Advanced Wireless Dock (WiGig) (x2 1011 & 1012 w/18260 WiGig WLAN),Accessories>Docking Stations,Commercial,2017-03-08,Refurbished
F7M97AA#ABA,HP Advanced Wireless Docking Station,HP Advanced Wireless Dock (WiGig) (x2 1011 & 1012 w/18260 WiGig WLAN),Accessories>Docking Stations,Commercial,2015-04-20,Refurbished
F7M97UT#ABA,HP Advanced Wireless Docking Station,HP Advanced Wireless Dock (WiGig) (x2 1011 & 1012 w/18260 WiGig WLAN),Accessories>Docking Stations,Commercial,2015-05-04,Refurbished
PX971A#ABA,Targus Mobile Port Replicator ,Targus Mobile Port Replicator ,Accessories>Docking Stations,Commercial,2013-11-18,Refurbished
PX971A#ABA,Targus Mobile Port Rfrbd Replicator ,Targus Mobile Port Replicator ,Accessories>Docking Stations,Commercial,2013-11-18,Refurbished
D9Y32AA#ABA,HP UltraSlim 2013 Docking Station,"HP UltraSlim 2013 DisplayPort Docking Station (EB 1xxx G1/G2/G3, EB 7xx G2/G3, EB 8xx G2/G3, PB 6xx G2, ZB 14 G2, ZB 15 G2/G3)",Accessories>Docking Stations,Commercial,2013-11-20,Refurbished
D9Y32UT#ABA,HP UltraSlim 2013 Docking Station,"HP UltraSlim 2013 DisplayPort Docking Station (EB 1xxx G1/G2/G3, EB 7xx G2/G3, EB 8xx G2/G3, PB 6xx G2, ZB 14 G2, ZB 15 G2/G3)",Accessories>Docking Stations,Commercial,2013-11-20,Refurbished
D9Y32AA#ABA,HP UltraSlim 2013 Rfrbd Docking Station,"HP UltraSlim 2013 DisplayPort Docking Station (EB 1xxx G1/G2/G3, EB 7xx G2/G3, EB 8xx G2/G3, PB 6xx G2, ZB 14 G2, ZB 15 G2/G3)",Accessories>Docking Stations,Commercial,2013-11-20,Refurbished
D9Y32UT#ABA,HP UltraSlim 2013 Rfrbd Docking Station,"HP UltraSlim 2013 DisplayPort Docking Station (EB 1xxx G1/G2/G3, EB 7xx G2/G3, EB 8xx G2/G3, PB 6xx G2, ZB 14 G2, ZB 15 G2/G3)",Accessories>Docking Stations,Commercial,2013-11-20,Refurbished
AU656UT#ABA,HP Docking Station Cable Lock,HP Docking Station Cable Lock (PB 6xxxb-series),Accessories>Docking Stations,Commercial,2017-09-22,Refurbished
B2Q65AV#ABA,HP 90W Docking Station,HP 90W Docking Station (PB 640/645/650/655 G1),Accessories>Docking Stations,Commercial,2014-01-10,Refurbished
P5Q54AA#ABA,HP Elite 65W TB3 Dock,"HP Elite 65W Thunderbolt 3 Dock (Elite x2 1012 G1, EB Folio G1)",Accessories>Docking Stations,Commercial,2016-05-25,Refurbished
P5Q54UT#ABA,HP Elite 65W TB3 Dock,"HP Elite 65W Thunderbolt 3 Dock (Elite x2 1012 G1, EB Folio G1)",Accessories>Docking Stations,Commercial,2016-07-22,Refurbished
P5Q54AA#ABA,HP Elite 65W TB3 Rfrbd Dock,"HP Elite 65W Thunderbolt 3 Dock (Elite x2 1012 G1, EB Folio G1)",Accessories>Docking Stations,Commercial,2016-12-08,Refurbished
1DT93AA#ABA,HP Elite 90W TB3 Dock US,"HP Elite 90W Thunderbolt 3 Dock (ProBook x360 11 G1 EE, Elite X2 1012 G2, EliteBook x360, Elite x2 1012 G1, EliteBook Folio G1)",Accessories>Docking Stations,Commercial,2017-04-06,Refurbished
1DT93UT#ABA,HP Elite 90W TB3 Dock US,"HP Elite 90W Thunderbolt 3 Dock (ProBook x360 11 G1 EE, Elite X2 1012 G2, EliteBook x360, Elite x2 1012 G1, EliteBook Folio G1)",Accessories>Docking Stations,Commercial,2017-05-01,Refurbished
V5H01AA#ABA,HP Elite x3 Desk Dock,HP Elite x3 Desk Dock,Accessories>Docking Stations,Commercial,2016-12-01,Refurbished
V8H07UT#ABA,HP Elite x3 Rfrbd Lap Dock,HP Elite x3 Lap Dock (Elite x3),Accessories>Docking Stations,Commercial,2017-05-05,Refurbished
2CF75UT#ABA,HP Elite x3 Rfrbd Device,HP Elite x3 W10M Qualcomm Snapdragon 820 2.15GHz 64GB eMMC 4GB 5.96WQHD AMOLED No-Headset Dual Cam Graphite Device,Accessories>Docking Stations,Commercial,2017-07-07,Refurbished
X9U42UT#ABA,HP Elite x3 Rfrbd Device and Rfrbd Dock,HP Elite x3 W10M Qualcomm Snapdragon 820 2.15GHz 64GB eMMC 4GB 5.96WQHD AMOLED No-Headset Dual-Cam Graphite Device and Desk Dock,Accessories>Docking Stations,Commercial,2017-05-05,Refurbished
Z2A20UT#ABA,HP Elite x3 Rfrbd Device and Dock,HP Elite x3 W10M Qualcomm Snapdragon 820 2.15GHz 64GB eMMC 4GB 5.96WQHD AMOLED No-Headset Dual-Cam Graphite Device and Desk Dock,Accessories>Docking Stations,Commercial,2017-05-31,Refurbished
X9U42UT#ABL,HP Elite x3 Rfrbd Device and Rfrbd Dock,HP Elite x3 W10M Qualcomm Snapdragon 820 2.15GHz 64GB eMMC 4GB 5.96WQHD AMOLED No-Headset Dual-Cam Graphite Device and Desk Dock,Accessories>Docking Stations,Commercial,2017-07-18,Refurbished
2CF75UT#ABA,HP Elite x3 Device,HP Elite x3 W10M Qualcomm Snapdragon 820 2.15GHz 64GB eMMC 4GB 5.96WQHD WWAN LTE WCDMA AMS AMOLED Dual Cam Graphite Device,Accessories>Docking Stations,Commercial,2017-07-07,Refurbished
Z2A20UT#ABA,HP Elite x3 Device and Desk Dock,HP Elite x3 W10M Qualcomm Snapdragon 820 2.15GHz 64GB eMMC 4GB 5.96WQHD WWAN LTE WCDMA AMS AMOLED Dual-Cam Graphite Device and Desk Dock,Accessories>Docking Stations,Commercial,2017-05-26,Refurbished
F3S42AA#ABA,HP 3001pr USB 3.0 Port Replicator,HP 3001pr USB 3.0 Port Replicator,Accessories>Docking Stations,Commercial,2014-04-10,Refurbished
X9U42UT#ABA,HP Elite x3 Device and Desk Dock,HP Elite x3 W10M Qualcomm Snapdragon 820 2.15GHz 64GB eMMC 4GB 5.96WQHD WWAN LTE WCDMA AMS AMOLED Headset Dual-Cam Graphite Device and Desk Dock,Accessories>Docking Stations,Commercial,2017-05-19,Refurbished
1FY28UT#ABL,HP Elite x3 Device and Dock,HP Elite x3 W10M Qualcomm Snapdragon 820 2.15GHz 64GB eMMC 4GB 5.96WQHD WWAN LTE WCDMA AMS AMOLED No-Headset Dual-Cam Graphite CAN/ENG Device and Desk Dock,Accessories>Docking Stations,Commercial,2017-09-22,Refurbished
F1M97UT,HP ElitePad Dockable Case,HP ElitePad Dockable Case,Accessories>Docking Stations,Commercial,2014-04-18,Refurbished
F1M97AA,HP ElitePad Dockable Case,HP ElitePad Dockable Case,Accessories>Docking Stations,Commercial,2015-10-28,Refurbished
G8C11AT#ABA,HP ElitePad Mobile Charging Dock,HP ElitePad Mobile POS Charging Dock,Accessories>Docking Stations,Commercial,2017-02-22,Refurbished
G8C11AT#ABA,HP ElitePad Mobile Charging Rfrbd Dock,HP ElitePad Mobile POS Charging Dock,Accessories>Docking Stations,Commercial,2015-09-23,Refurbished
G8C11AA#ABA,HP ElitePad Mobile POS Charging Dock,HP ElitePad Mobile POS Charging Dock,Accessories>Docking Stations,Commercial,2015-05-01,Refurbished
F3K89AA#ABA,HP ElitePad Retail Exp Rfrbd Dock,HPElitePad Retail Expansion RfrbdDock,Accessories>Docking Stations,Commercial,2015-09-28,Refurbished
E6D70UT#ABA,HP Universal Port Replicator,HP Universal Port Replicator,Accessories>Docking Stations,Commercial,2014-08-20,Refurbished
F3S42UT#ABA,HP 3001pr USB3 Port Replicator,HP 3001pr USB3 Port Replicator,Accessories>Docking Stations,Commercial,2014-09-08,Refurbished
E6D70AA#ABA,HP Universal Port Replicator,HP Universal Port Replicator,Accessories>Docking Stations,Commercial,2014-09-11,Refurbished
AU656AA#ABA,HP Docking Station Cable Rfrbd Lock,HP Docking Station Cable Lock (PB 6xxxb-series),Accessories>Docking Stations,Commercial,2015-01-16,Refurbished
F3S42UT#ABA,HP 3001pr USB3 Port Rfrbd Replicator,HP 3001pr USB3 Port Replicator,Accessories>Docking Stations,Commercial,2015-02-09,Refurbished
E6D70UT#ABA,HP Universal Port Rfrbd Replicator,HP Universal Port Replicator,Accessories>Docking Stations,Commercial,2015-02-09,Refurbished
F3S42AA#ABA,HP 3001pr USB 3.0 Port Rfrbd Replicator,HP 3001pr USB 3.0 Port Replicator,Accessories>Docking Stations,Commercial,2015-03-30,Refurbished
F3K89AA#ABA,HP Retail Expansion Dock for ElitePad,HP Retail Expansion Dock for ElitePad,Accessories>Docking Stations,Commercial,2014-09-11,Refurbished
F3K89AT#ABA,HP Retail Expansion Dock for ElitePad,HP Retail Expansion Dock for ElitePad,Accessories>Docking Stations,Commercial,2014-09-29,Refurbished
F3K89AT#ABA,HP Retail Rfrbd Expansion Dock for ElitePad,HP Retail Expansion Dock for ElitePad,Accessories>Docking Stations,Commercial,2015-02-09,Refurbished
AU656AA#ABA,HP Docking Station Cable Lock,HP Docking Station Cable Lock (PB 6xxxb-series),Accessories>Docking Stations,Commercial,2015-10-30,Refurbished
E6D70AA#ABA,HP Universal Rfrbd Port Replicator,HP Universal Port Replicator,Accessories>Docking Stations,Commercial,2015-11-03,Refurbished
B9C86AV#ABA,HP UltraSlim Rfrbd Docking Station,HP UltraSlim DisplayPort 1.1a (1) VGA (1) Docking Station,Accessories>Docking Stations,Commercial,2016-03-09,Refurbished
D9Y19AV#ABA,HP UltraSlim Rfrbd Docking Station,"HP UltraSlim 2013 DisplayPort Docking Station (EB 1xxx G1/G2/G3, EB 7xx G2/G3, EB 8xx G2/G3, PB 6xx G2, ZB 14 G2, ZB 15 G2/G3)",Accessories>Docking Stations,Commercial,2016-04-11,Refurbished
F7D04AV#ABA,HP UltraSlim Rfrbd Docking Station,"HP UltraSlim DIB DisplayPort 1.1a (1) VGA (1) Docking Station (EB 1xxx G1/G2/G3, EB 7xx G2/G3, EB 8xx G2/G3, PB 6xx G2, ZB 14 G2, ZB 15 G2/G3)",Accessories>Docking Stations,Commercial,2016-04-11,Refurbished
B2Q65AV#ABA,HP 90W Rfrbd Docking Station,HP 90W Docking Station (PB 640/645/650/655 G1),Accessories>Docking Stations,Commercial,2016-04-18,Refurbished
A7E33AV#ABA,HP 90W Rfrbd Docking Station,HP 90W Docking Station (PB 640/645/650/655 G1),Accessories>Docking Stations,Commercial,2016-04-20,Refurbished
E5C22AV#ABA,HP UltraSlim Rfrbd Docking Station,"HP UltraSlim 2013 DisplayPort Docking Station (EB 1xxx G1/G2/G3, EB 7xx G2/G3, EB 8xx G2/G3, PB 6xx G2, ZB 14 G2, ZB 15 G2/G3)",Accessories>Docking Stations,Commercial,2016-04-25,Refurbished
T3V74AA#ABA,HP Elite USB-C Docking Station,HP Elite USB-C Docking Station (EB x360 1030 G1),Accessories>Docking Stations,Commercial,2016-05-01,Refurbished
T3V74UT#ABA,HP Elite USB-C Docking Station,HP Elite USB-C Docking Station (EB x360 1030 G1),Accessories>Docking Stations,Commercial,2016-07-21,Refurbished
T0K30AA#ABA,HP USB Travel Dock,"HP USB Travel Dock (Elite x2 1012 G1, ProBook 600 Series, EliteBook 700, 800 Series)",Accessories>Docking Stations,Commercial,2016-08-01,Refurbished
T0K30UT#ABA,HP USB Travel Dock,"HP USB Travel Dock (Elite x2 1012 G1, ProBook 600 Series, EliteBook 700, 800 Series)",Accessories>Docking Stations,Commercial,2016-12-09,Refurbished
T0K29AA#ABA,HP USB-C Travel Dock,HP USB-C Travel Dock,Accessories>Docking Stations,Commercial,2016-12-01,Refurbished
T0K29UT#ABA,HP USB-C Travel Dock US,HP USB-C Travel Dock,Accessories>Docking Stations,Commercial,2016-10-26,Refurbished
T0K29AA#ABA,HP USB-C Travel Rfrbd Dock,HP USB-C Travel Dock,Accessories>Docking Stations,Commercial,2016-12-22,Refurbished
T3V74AA#ABA,HP Elite USB-C Rfrbd Docking Station,HP Elite USB-C Docking Station (EB x360 1030 G1),Accessories>Docking Stations,Commercial,2016-08-01,Refurbished
P5Q58AA#ABA,HP ZBook 150W TB3 Dock,"HP ZBook 150W Thunderbolt 3 150W Dock (ZB Studio G3, ZB 15 G3)",Accessories>Docking Stations,Commercial,2016-05-20,Refurbished
P5Q58UT#ABA,HP ZBook 150W TB3 Dock,"HP ZBook 150W Thunderbolt 3 150W Dock (ZB Studio G3, ZB 15 G3)",Accessories>Docking Stations,Commercial,2016-07-21,Refurbished
P5Q56AV#ABA,HP ZBook 150W TB3 Rfrbd Dock,"HP ZBook 150W Thunderbolt 3 150W Dock (ZB Studio G3, ZB 15 G3)",Accessories>Docking Stations,Commercial,2017-03-08,Refurbished
P5Q58AA#ABA,HP ZBook 150W TB3 Rfrbd Dock,"HP ZBook 150W Thunderbolt 3 150W Dock (ZB Studio G3, ZB 15 G3)",Accessories>Docking Stations,Commercial,2017-05-05,Refurbished
P5Q61AA#ABA,HP ZBook 200W TB3 Dock,HP ZBook 200W Thunderbolt 3 200W Dock (ZB 17 G3),Accessories>Docking Stations,Commercial,2016-05-20,Refurbished
P5Q61UT#ABA,HP ZBook 200W TB3 Dock,HP ZBook 200W Thunderbolt 3 200W Dock (ZB 17 G3),Accessories>Docking Stations,Commercial,2016-07-21,Refurbished
P5Q61UT#ABA,HP ZBook 200W TB3 Rfrbd Dock,HP ZBook 200W Thunderbolt 3 200W Dock (ZB 17 G3),Accessories>Docking Stations,Commercial,2016-12-13,Refurbished
P5Q61UT#ABA,HP ZBook 200W TB3 Rfrbd Dock ,HP ZBook 200W Thunderbolt 3 200W Dock (ZB 17 G3),Accessories>Docking Stations,Commercial,2016-12-13,Refurbished
Y4H06AA#ABA,HP 3005pr USB 3.0 Port Replicator,HP 3005pr USB3 Universal Port Replicator,Accessories>Docking Stations,Commercial,2017-03-07,Refurbished
Y4H06AA#ABA,HP 3005pr USB 3.0 Rfrbd Port Replicator,HP 3005pr USB3 Universal Port Replicator,Accessories>Docking Stations,Commercial,2017-04-04,Refurbished
Y4H06UT#ABA,HP 3005pr USB 3.0 Port Replicator,HP 3005pr USB3 Universal Replicator,Accessories>Docking Stations,Commercial,2017-05-02,Refurbished
Y4H06UT#ABA,HP 3005pr USB 3.0 Rfrbd Port Replicator,HP 3005pr USB3 Universal Port Replicator,Accessories>Docking Stations,Commercial,2017-05-23,Refurbished
T3V74UT#ABL,HP Elite USB-C Docking Station,HP Elite USB-C Docking Station (EB x360 1030 G1),Accessories>Docking Stations,Commercial,2017-07-06,Refurbished
D9Y19AV#ABA,HP UltraSlim Docking Station,"HP UltraSlim 2013 DisplayPort Docking Station (EB 1xxx G1/G2/G3, EB 7xx G2/G3, EB 8xx G2/G3, PB 6xx G2, ZB 14 G2, ZB 15 G2/G3)",Accessories>Docking Stations,Commercial,2017-08-04,Refurbished
M0E06AA,HP Rugged Tablet Docking Adapter,HP Rugged Tablet Docking Adapter,Accessories>Docking Stations,Commercial,2015-07-01,Refurbished
