part,name,description,category,product_line_id,release_date,original_condition_id
AK256AA,HP Neoware NA USB WIreless ,HP Neoware NA USB WIreless Adapter,Accessories>Cables & Adapters,Commercial,2014-07-01,Excess New
H4F02AA#ABA,HP HDMI to VGA LTNA Rfrbd ,HP HDMI to VGA LTNA Adapter,Accessories>Cables & Adapters,Commercial,2014-08-22,Refurbished
F5V87AA,HP ElitePad 12W USB Auto ,HP ElitePad 12W USB Auto Adapter,Accessories>Cables & Adapters,Commercial,2014-09-11,Refurbished
E8F98AA,HP ElitePad USB3 ,HP ElitePad USB3 Adapter,Accessories>Cables & Adapters,Commercial,2014-09-30,Refurbished
EM449AA,HP Belkin USB To Serial ,HP Belkin USB To Serial Adapter,Accessories>Cables & Adapters,Commercial,2015-01-28,Refurbished
J5T63AA,HP 2.5 In to 3.5 In Adapter Kit,HP 2.5 In to 3.5 In HDD Adapter Kit,Accessories>Cables & Adapters,Commercial,2015-04-02,Refurbished
G7U78UTR,HP Side Dock RJ45/VGA Rfrbd Adapter,HP Side Dock RJ45/VGA Adapter,Accessories>Cables & Adapters,Commercial,2015-04-17,Excess New
F3W43AA,HP DP to HDMI 1.4 Adapter,HP DP to HDMI 1.4 Adapter,Accessories>Cables & Adapters,Commercial,2015-05-01,Refurbished
K9Q38AA#ABA,HP 15W mUSB Power ,HP 15W mUSB Power Adapter,Accessories>Cables & Adapters,Commercial,2015-05-07,Refurbished
F7W96AAR,HP Display Port to DVI SL Rfrbd Adapter,HP Display Port to DVI SL Adapter,Accessories>Cables & Adapters,Commercial,2015-05-07,Excess New
G7U78UT,HP Side Dock RJ45/VGA Adapter,HP Side Dock RJ45/VGA Adapter,Accessories>Cables & Adapters,Commercial,2015-05-07,Excess New
F3W44AA,HP Dock Connector Ethernet/VGA Adapter,HP Dock Connector to Ethernet/VGA Adapter,Accessories>Cables & Adapters,Commercial,2015-06-12,Excess New
F7W97AA,HP Display Port to VGA Adapter,HP Display Port to VGA Adapter,Accessories>Cables & Adapters,Commercial,2015-07-03,Excess New
G7U78AA,HP Dock Connector Ethernet VGA Adapter,HP Dock Connector to Ethernet and VGA Adapter,Accessories>Cables & Adapters,Commercial,2015-07-09,Refurbished
F7W96AA,HP Display Port to DVI SL Adapter,HP Display Port to DVI SL Adapter,Accessories>Cables & Adapters,Commercial,2015-07-29,Refurbished
F7W97AAR,HP Display Port to VGA Rfrbd Adapter,HP Display Port to VGA Adapter,Accessories>Cables & Adapters,Commercial,2015-07-30,Refurbished
K2P84AA,HP Micro USB to Ethernet Adapter,HP Micro USB to Ethernet Adapter,Accessories>Cables & Adapters,Commercial,2015-09-08,Excess New
J3G87AAR,HP NVIDIA K620 Rfrbd Adapter,HP NVIDIA Quadro K620 2GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2015-10-12,Refurbished
J1V25UT#ABA,HP Wireless Display Adapter,HP Wireless Display Adapter,Accessories>Cables & Adapters,Commercial,2015-10-27,Excess New
K2P83AA,HP Micro USB to USB Adapter,HP Micro USB to USB Adapter,Accessories>Cables & Adapters,Commercial,2015-11-13,Refurbished
K2P81AA,HP Micro USB to HDMI/VGA Adapter,HP Micro USB to HDMI/VGA Adapter,Accessories>Cables & Adapters,Commercial,2016-01-08,Refurbished
K2K92AA,HP DisplayPort To HDMI 1.4 ,HP DisplayPort To HDMI 1.4 Adapter,Accessories>Cables & Adapters,Commercial,2016-02-22,Excess New
F5V87UT,HP ElitePad 12W Auto ,HP ElitePad 12W USB Auto Adapter,Accessories>Cables & Adapters,Commercial,2016-04-01,Refurbished
J7B60AA,HP to Port ,HP USB to Serial Port Adapter,Accessories>Cables & Adapters,Commercial,2016-04-15,Excess New
N2Z64UT,HP USB-C to RJ45/USB3/USB-C ,HP USB-C to RJ45/USB3/USB-C Adapter,Accessories>Cables & Adapters,Commercial,2016-04-15,Refurbished
E0X96AA,HP Solenoid Lock and Hood TWR Sensor,HP Solenoid Lock and Hood TWR Sensor,Accessories>Cables & Adapters,Commercial,2016-02-22,Refurbished
N2Z64AA#ABA,HP USB-C to RJ45/USB 3/USB-C ,HP Elite x2 1012 G1 USB Type-C 10/100Mb LAN Network Adapter,Accessories>Cables & Adapters,Commercial,2016-04-29,Excess New
N7P47AA#ABA,HPB 3.0 to Gigabit ,HPB 3.0 to Gigabit Adapter,Accessories>Cables & Adapters,Commercial,2016-05-01,Refurbished
J3G90AA, Graphics,NVIDIA Quadro K5200 8GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2016-05-01,Refurbished
K1V16AA,HP Micro to USB/Ethernet ,HP Micro USB to USB/Ethernet Adapter,Accessories>Cables & Adapters,Commercial,2016-05-09,Refurbished
N2Z63AA#ABA,HP USB-C to 3.0 US,HP USB-C to USB 3.0 Adapter US,Accessories>Cables & Adapters,Commercial,2016-05-20,Refurbished
N9K76AA#ABA,HP USB-C to VGA Adapter,HP USB-C to VGA Adapter,Accessories>Cables & Adapters,Commercial,2016-05-27,Excess New
M6V52AT,NVIDIA Quadro M4000 Graphics Adapter,NVIDIA Quadro M4000 Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2016-06-17,Refurbished
N2Z65UT,HP USB-C to 3 and 4.5mm Adapter,HP USB-C to 3 and 4.5mm Adapter,Accessories>Cables & Adapters,Commercial,2016-07-21,Excess New
N9K78AA#ABA,HP USB-C to DisplayPort Adapter,HP USB-C to DisplayPort Adapter,Accessories>Cables & Adapters,Commercial,2016-07-21,Refurbished
N9K77UT#ABA,HP USB-C to HDMI Adapter ,HP USB-C to HDMI Adapter ,Accessories>Cables & Adapters,Commercial,2016-07-21,Refurbished
K4T75AA,Intel X540-T2 10GbE Dual Port Adapter,Intel X540-T2 10GbE Dual Port Adapter,Accessories>Cables & Adapters,Commercial,2016-07-21,Excess New
N3R90AT,NVIDIA GeForce GT730 2GB x8 GFX,NVIDIA GeForce GT730 2GB x8 GFX Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2016-07-21,Refurbished
N9K76UT#ABA,HP USB-C to VGA Adapter,HP USB-C to VGA Adapter,Accessories>Cables & Adapters,Commercial,2016-08-22,Refurbished
T7T58AT,AMD FirePro W4300 4GB Graphics,AMD FirePro W4300 4GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2016-08-24,Refurbished
N7P47UT,HPB 3.0 to Gigabit ,HPB 3.0 to Gigabit Adapter,Accessories>Cables & Adapters,Commercial,2016-08-25,Refurbished
T7T58ATR,AMD FirePro W4300 4GB Rfrbd Graphics,AMD FirePro W4300 4GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2016-09-02,Excess New
M6V52AA,NVIDIA Quadro M4000 Graphics Adapter,NVIDIA Quadro M4000 Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2016-09-13,Refurbished
H6H79AA,HP PR06 and PR09 Battery Adapter,HP PR06 and PR09 Battery Adapter,Accessories>Cables & Adapters,Commercial,2016-09-26,Refurbished
N9K77AA#ABA,HP USB-C to HDMI Adapter ,HP USB-C to HDMI Adapter ,Accessories>Cables & Adapters,Commercial,2016-09-30,Refurbished
N2U81AT#ABA,HP UHD USB Graphics Adapter,HP UHD USB Graphics Adapter,Accessories>Cables & Adapters,Commercial,2016-10-12,Refurbished
N2Z65AA#ABA,HP USB-C to 3 and 4.5mm Adapter,HP USB-C to 3 and 4.5mm Adapter,Accessories>Cables & Adapters,Commercial,2016-10-27,Refurbished
N9K78UT#ABA,HP USB-C to DisplayPort Adapter,HP USB-C to DisplayPort Adapter,Accessories>Cables & Adapters,Commercial,2016-10-27,Refurbished
N2Z65AA#ABA,HP USB-C to 3 and 4.5mm Rfrbd Adapter,HP USB-C to 3 and 4.5mm Adapter,Accessories>Cables & Adapters,Commercial,2016-12-05,Refurbished
G4H12AA#ABA,HP 12W USB Auto Adapter,HP 12W USB Auto Adapter,Accessories>Cables & Adapters,Commercial,2017-02-03,Excess New
H3N45AAR,HP ElitePad HDMI/VGA Rfrbd Adapter,HP ElitePad HDMI/VGA Adapter (ElitePad 900/1000 G2),Accessories>Cables & Adapters,Commercial,2017-02-09,Refurbished
V7W66AA#ABA,HP USB-C to RJ45 Adapter,HP USB-C to RJ45 Adapter,Accessories>Cables & Adapters,Commercial,2017-03-14,Excess New
T7T58AA,AMD FirePro W4300 4GB Graphics,AMD FirePro W4300 4GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2017-05-05,Refurbished
V7W66UT#ABA,HP USB-C to RJ45 Adapter,HP USB-C to RJ45 Adapter,Accessories>Cables & Adapters,Commercial,2017-05-30,Scratch & Dent
K8E31AA,HP Micro HDMI to VGA/HDMI Adapter,HP Micro HDMI to VGA/HDMI Adapter,Accessories>Cables & Adapters,Commercial,2017-05-30,Excess New
N2Z63UT,HPB-C to 3.0,HPB-C toB 3.0 Adapter,Accessories>Cables & Adapters,Commercial,2017-06-29,Refurbished
Z3Q87UT,HP USB-C Auto Adapter,HP USB-C Auto Adapter,Accessories>Cables & Adapters,Commercial,2017-08-03,Excess New
C3N52AAR,Intel X520 10GbE Dual Port Rfrbd Adapter,Intel X520 10GbE Dual Port Adapter,Accessories>Cables & Adapters,Commercial,2017-08-25,Excess New
Z0B13AA,NVIDIA Quadro P5000 16GB Graphics,NVIDIA Quadro P5000 16GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2017-09-18,Excess New
BM477AT,HP Powered USB Y Cable,HP Powered USB Y Cable,Accessories>Cables & Adapters,Commercial,2013-04-08,Refurbished
BM477AAR,HP Powered USB Y Rfrbd Cable,HP Powered USB Y Cable,Accessories>Cables & Adapters,Commercial,2014-02-20,Scratch & Dent
HDDVIFM8IN,8IN HDMI TO DVI DONGLE ADAP,A895804 - 8IN HDMI TO DVI DONGLE ADAP,Accessories>Cables & Adapters,Commercial,2016-04-27,Excess New
K0Q39AA,HP 7.4 mm to 4.5 Dongle,HP 7.4 mm to 4.5 DC Dongle,Accessories>Cables & Adapters,Commercial,2015-11-11,Excess New
BZ337AAR,HP Barcode Scanner Cable Rfrbd Cable,HP Imaging Barcode Scanner Cable 7 FT LTNA Cable,Accessories>Cables & Adapters,Commercial,2014-02-24,Refurbished
DL139A,HP DMS59 DVI Dual-head Connector Cable,HP DMS59 DVI Dual-head Connector Cable,Accessories>Cables & Adapters,Commercial,2013-08-26,Refurbished
DL139AR,HP DMS59 DVIConnector Rfrbd Cable,HP DMS59 DVI Dual-head Connector Cable,Accessories>Cables & Adapters,Commercial,2013-09-05,Refurbished
K0A30AA,HP RP2 RJ50 to D89 2 Meter Cable,HP RP2 RJ50 to D89 2 Meter Cable,Accessories>Cables & Adapters,Commercial,2017-01-10,Excess New
AH122AA,Belkin Cat5e 14 ft Blue Patch Cable,Belkin Cat5e 14 ft Blue Patch Cable,Accessories>Cables & Adapters,Commercial,2013-09-19,Refurbished
VP033AA,HP Slim SATA 8X DVD-ROM Drive BLK,HP Slim SATA 8X DVD-ROM BLK Drive,Accessories>CD/DVD Drives,Commercial,2012-03-19,Refurbished
F2B56AA,HP USB External DVDRW Drive,HP USB External DVDRW Drive,Accessories>CD/DVD Drives,Commercial,2014-02-27,Refurbished
F2B56UT,HP USB External DVDRW Drive,HP USB External DVDRW Drive,Accessories>CD/DVD Drives,Commercial,2014-03-27,Refurbished
D7H20LA#ABM,HP dvd550s Rfrbd DVD Writer,HP dvd550s DVD Writer,Accessories>CD/DVD Drives,Consumer,2014-05-09,Refurbished
C0S74LA#ABM,HP DVD550s Slim Rfrbd External Drive,HP DVD550s Slim DVD 8X DVD Writer LTNA External Drive,Accessories>CD/DVD Drives,Consumer,2014-09-25,Refurbished
G1Y57AA,HP Upgrade Bay DVD Carrier and Drive ,HP Upgrade Bay DVD Carrier and Drive ,Accessories>CD/DVD Drives,Commercial,2015-01-26,Refurbished
E5Z80AA,HP Slim SuperMulti DVD-RW SATA ODD,HP Slim SuperMulti DVD-RW SATA Optical Disk Drive,Accessories>CD/DVD Drives,Commercial,2015-06-08,Refurbished
K9Q83AT,HP Desktop Mini DVDRW Disk Drive,HP Desktop Mini DVD Super Multi-Writer Disk Drive,Accessories>CD/DVD Drives,Commercial,2015-07-09,Refurbished
K3R64AA,HP 9.5mm Slim SuperMulti DVD Writer,HP 9.5mm Slim SuperMulti DVD Writer,Accessories>CD/DVD Drives,Commercial,2015-08-27,Excess New
K3R64AAR,HP 9.5mm Slim SM Rfrbd DVD Writer,HP 9.5mm Slim SuperMulti DVD Writer,Accessories>CD/DVD Drives,Commercial,2015-08-27,Refurbished
K9Q83AA,HP Desktop Mini DVDRW Disk Drive,HP Desktop Mini DVD Super Multi-Writer Disk Drive,Accessories>CD/DVD Drives,Commercial,2015-09-14,Refurbished
N1M42AT,HP 9.5mm Desktp Slim DVD Writer Drive,HP 9.5mm Desktp Slim DVD Writer Drive,Accessories>CD/DVD Drives,Commercial,2016-07-21,Refurbished
K9Q83AAR,HP Desktop Mini DVDRW Rfrbd Disk Drive,HP Desktop Mini DVD Super Multi-Writer Disk Drive,Accessories>CD/DVD Drives,Commercial,2016-08-11,Refurbished
P1N65AT,HP 9.5mm AIO 600G2 Slim DVD Drive,HP 9.5mm AIO 600G2 Slim DVD-ROM Drive,Accessories>CD/DVD Drives,Commercial,2016-09-21,Refurbished
N1M42AA,HP 9.5mm Desktp Slim DVD Writer Drive,HP 9.5mm Desktp Slim DVD Writer Drive,Accessories>CD/DVD Drives,Commercial,2016-10-26,Refurbished
N3S10AA,HP 800/705 AIO G2 Slim DVD-Writer Drive,HP 800/705 AIO G2 9.5mm Slim DVD-Writer Drive,Accessories>CD/DVD Drives,Commercial,2016-12-09,Refurbished
N3S10AT,HP 800/705 AIO G2 Slim DVD-Writer Drive,HP 800/705 AIO G2 9.5mm Slim DVD-Writer Drive,Accessories>CD/DVD Drives,Commercial,2016-12-12,Excess New
F2B56AAR,HP USB External DVDRW Rfrbd Drive,HP USB External DVDRW Drive,Accessories>CD/DVD Drives,Commercial,2017-03-08,Refurbished
Y3T76AA,HP USB External DVD Writer,HP USB External DVD Writer,Accessories>CD/DVD Drives,Commercial,2017-05-19,Refurbished
AR482AT,HP 16X 6000/7000 Black Blu-ray Writer,HP 16X 6000/7000 Black Blu-ray Writer,Accessories>CD/DVD Drives,Commercial,2011-04-12,Refurbished
N1M41AT,HP 9.5mm Desktp G2 Slim -ROM Dr,HP 9.5mm Desktp G2 Slim DVD-ROM Dr,Accessories>CD/DVD Drives,Commercial,2016-05-09,Refurbished
K3R65AA,HP 9.5mm Slim BDXL Blu-Ray Writer,HP 9.5mm Slim BDXL Blu-Ray Writer,Accessories>CD/DVD Drives,Commercial,2015-09-15,Refurbished
E2Q82AA,HP z820 Xeon E5-2650 v2 2.6 8C Processor,HP z820 Xeon E5-2650 v2 2.6 1866 8C CPU Processor,Accessories>Computer Components>CPUs,Commercial,2014-10-02,Refurbished
E2Q82AT,HP z820 Xeon E5-2650 v2 2.6 8C Processor,HP z820 Xeon E5-2650 v2 2.6 1866 8C CPU Processor,Accessories>Computer Components>CPUs,Commercial,2014-11-14,Refurbished
E2Q82ATR,HP z820 Xeon E5-2650 v2 Rfrbd Processor,HP z820 Xeon E5-2650 v2 2.6 1866 8C CPU Processor,Accessories>Computer Components>CPUs,Commercial,2014-11-14,Refurbished
J9P98AA,HP z640 Xeon E5-2630 v3 2.4 Processor,HP z640 Xeon E5-2630 v3 2.4 1866 8C 2nd CPU Processor,Accessories>Computer Components>CPUs,Commercial,2015-05-18,Refurbished
J9V75AT,HP z840 Xeon E5-2620 v3 2.4 6C CPU,HP z840 Xeon E5-2620 v3 2.4GHz 1866 6C Processor,Accessories>Computer Components>CPUs,Commercial,2015-11-25,Refurbished
J9Q14AA,HP z840 Xeon E5-2650 v3 2.3 10C 2nd CPU,Z840 Xeon E5-2650 v3 2.3GHz 2133 10C Processor,Accessories>Computer Components>CPUs,Commercial,2015-12-18,Refurbished
QQ971AA,HP rp5800 Terminal Enclosure Assembly,HP rp5800 Terminal Enclosure (CPU Garage) LTNA Assembly,Accessories>Computer Components>CPUs,Commercial,2016-01-13,Refurbished
J9V75AA,z840 Xeon E5-2620 v3 2.4 1866 6C 2ndCPU,HP z840 Xeon E5-2620 v3 2.4 1866 6C 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2016-01-27,Excess New
A6S87AT,HP z820 Xeon E5-2620 2nd CPU,HP z820 Xeon E5-2620 6 Core 2.00GHz 15MB cache 1333MHz 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2016-05-11,Refurbished
A6S77AT,Z620 Xeon E5-2643 4C 3.30 10MB CPU2 Proc,Z620 Xeon E5-2643 4C 3.30 10MB CPU2 Processor,Accessories>Computer Components>CPUs,Commercial,2016-05-12,Refurbished
J9Q00AT,HP z640 Xeon E5-2620v3 Processor,HP z640 Xeon E5-2620 v3 2.4GHz Processor,Accessories>Computer Components>CPUs,Commercial,2016-08-24,Refurbished
E3E06AA,HP Xeon E5-2620v2 2.1 1600 6C Processor,HP z620Xeon E5-2620v2 2.1 1600 6C Second Processor,Accessories>Computer Components>CPUs,Commercial,2015-07-03,Excess New
LB210AA,HP Xeon E5607 2.26GHz CQ Processor,HP Intel Xeon E5607 2.26GHz Quad-Core Processor,Accessories>Computer Components>CPUs,Commercial,2013-04-22,Excess New
A6S74AT,HP z620 Xeon E5 2620 Processor,HP z620 Xeon E5 2620 6 Core 2.0GHz 15MB cache 1333MHz Processor,Accessories>Computer Components>CPUs,Commercial,2013-11-04,Excess New
A6S74AA,HP z620 Xeon E5 2620 Processor,HP z620 Xeon E5 2620 6 Core 2.0GHz 15MB cache 1333MHz Processor,Accessories>Computer Components>CPUs,Commercial,2014-11-21,Excess New
A6S76AA,HP z620 Xeon E5 2640 2nd Processor,HP z620 Xeon E5 2640 6 Core 2.50GHz 15MB cache 1333MHz 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2013-11-11,Excess New
A6S82AA,HP z620 Xeon E5 2670 2nd Processor,HP z620 Xeon E5 2670 2.6GHz 20MB 1600 FSB 8 Core 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2013-07-19,Excess New
E3E06AT,HP z620 Xeon E5-2620 v2 Processor,HP z620 Intel Xeon E5-2620 v2 2.1GHz Processor,Accessories>Computer Components>CPUs,Commercial,2015-03-12,Refurbished
J9Q00AA,HP z640 Xeon E5-2620v3 Processor,HP z640 Xeon E5-2620 v3 2.4GHz Processor,Accessories>Computer Components>CPUs,Commercial,2015-03-21,Refurbished
A6S86AT,HP z820 Xeon E5-2609 Processor,HP z820 Xeon E5-2609 4C 2.40GHz 10MB Processor,Accessories>Computer Components>CPUs,Commercial,2013-02-13,Refurbished
E2Q85AA,HP z820 Xeon E5-2630 v2 Processor,HP z820 Intel Xeon E5-2630 v2 2.6GHz Processor,Accessories>Computer Components>CPUs,Commercial,2015-03-11,Refurbished
E2Q87AT,HP z820 Xeon E5-2637V2 3.5GHz Processor,HP z820 Intel Xeon E5-2637V2 3.5GHz Processor,Accessories>Computer Components>CPUs,Commercial,2015-05-19,Refurbished
E2Q87AA,HP z820 Xeon E5-2637V2 3.5GHz Processor,HP z820 Intel Xeon E5-2637V2 3.5GHz Processor,Accessories>Computer Components>CPUs,Commercial,2015-06-12,Refurbished
A6S89AA,HP z820 Xeon E5-2640 Processor,HP z820 Xeon E5-2640 6 Core 2.5GHz 15MB cache 1333MHz 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2013-11-14,Refurbished
E2Q84AA,HP z820 Xeon E5-2643v2 Processor,HP z820 Intel Xeon E5-2643 v2 3.5GHz Processor,Accessories>Computer Components>CPUs,Commercial,2015-03-21,Refurbished
A6S91AT,HP z820 Xeon E5-2650 2nd Processor,HP z820 Xeon E5-2650 8C 2.0GHz 20MB CPU 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2013-03-05,Refurbished
J9Q17AA,HP z840 Xeon E5-2630v3 2.4GHz 2nd Processor,HP z840 Xeon E5-2630v3 2.4GHz 1866MHz 8 Core 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2015-07-13,Refurbished
T9U32AT,HP Z840 Xeon E5-2637v4 2nd Processors,HP Z840 Intel Xeon E5-2637v4 3.5GHz 2400MHz 4 Core 2nd Processors,Accessories>Computer Components>CPUs,Commercial,2017-02-03,Refurbished
J9Q17AT,HP z840 Xeon E5-2630v3 2.4GHz Processor,HP z840 Xeon E5-2630v3 2.4GHz 1866MHz 8 Core 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2017-03-30,Refurbished
T9U29AT,Z840Xeon E5-2620v4 2.1 2133 8C CPU2PROM,HP Intel Xeon E5-2620 v4 2.1GHz 2133 8-Core Processor,Accessories>Computer Components>CPUs,Commercial,2017-04-06,Refurbished
F4A88AA,NVIDIA Tesla K40c Compute Processor,NVIDIA Tesla K40c Compute Processor,Accessories>Computer Components>CPUs,Commercial,2017-04-18,Refurbished
QB035AA,NVIDIA Tesla C2075 Processor,NVIDIA Tesla C2075 Computer Processor,Accessories>Computer Components>CPUs,Commercial,2013-01-22,Refurbished
T9U15AT,Xeon E5-2637 v4 3.5GHz 2400 4C 2ND CPU,HP Z640 Xeon E5-2637v4 3.5GHz 2400MHz 4 Core 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2017-05-26,Refurbished
T9U12AT,HP Z640 Xeon E5-2620v4 8C Processor,HP Z640 Xeon E5-2620v4 2.1 2133 8C Processor,Accessories>Computer Components>CPUs,Commercial,2017-05-31,Refurbished
T9U35AT,HPD Z840 Xeon E5-2650v4 2nd CPU,HP Z840 Xeon E5-2650v4 2.2 2400 12C 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2017-06-06,Refurbished
J9P98AT,HP z640 Xeon E5-2630 v3 2.4 Processor,HP z640 Xeon E5-2630 v3 2.4 1866 8C 2nd CPU Processor,Accessories>Computer Components>CPUs,Commercial,2017-06-19,Refurbished
T9U29ATR,Z840Xeon E5-2620v4 2.1 Rfrbd Processor,HP Intel Xeon E5-2620 v4 2.1GHz 2133 8-Core Processor,Accessories>Computer Components>CPUs,Commercial,2017-08-10,Refurbished
T9U34AA,HP Z840 Xeon E5-2643 v4 3.4 6C CPU,HP Z840 Xeon E5-2643 v4 3.4 6C 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2017-09-18,Refurbished
LB212AA,Xeon E5649 2.53GHz Processor,Intel Xeon E5649 2.53GHz 12MB 1066 FSB 6 Core 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2013-01-22,Excess New
726999R-B21,HP BL460c Gen9 E5-2603v3 Rfrbd Kit,Intel Xeon E5-2603v3 (1.6GHz/6-core/15MB/85W) HPE BL460c Gen9 Proc Kit,Accessories>Computer Components>CPUs,Commercial,2015-06-19,Refurbished
LB210AT,Xeon E5607 2.26GHz Proc Kit,Intel Xeon E5607 2.26GHz 4-core 8MB 80W Processor Kit,Accessories>Computer Components>CPUs,Commercial,2013-01-02,Refurbished
J9P94AA,z640 Xeon E5-2660 v3 2.6 2133 10C 2ndCPU,z640 Xeon E5-2660 v3 2.6 2133 10C 2nd Processor,Accessories>Computer Components>CPUs,Commercial,2015-09-15,Refurbished
J3G87ATR,HP NVIDIA K620 Rfrbd Adapter,HP NVIDIA Quadro K620 2GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2015-04-24,Refurbished
J3G87AT,HP NVIDIA K620 Adapter,HP NVIDIA Quadro K620 2GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2015-04-28,Refurbished
J3G87AA,HP NVIDIA K620 Adapter,HP NVIDIA Quadro K620 2GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2015-06-12,Refurbished
J3G90AT,NVIDIA 8GB Graphics Adapter,NVIDIA Quadro K5200 8GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2015-07-31,Refurbished
J3G90ATR,NVIDIA 8GB Graphics Rfrbd Adapter,NVIDIA Quadro K5200 8GB Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2015-09-03,Refurbished
BV456AT,NVIDIA 300 PCIe 512MB Graphics Card,NVIDIA NVS 300 PCIe x16 512MB Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-03-20,Refurbished
Z9H51AA,NVIDIA GeForce GT 730 DP 2GB PCIe x8 GFX,NVIDIA GeForce GT 730 DP 2GB PCIe x8 GFX Graphics Adapter,Accessories>Computer Components>Graphic/Video Cards,Commercial,2017-06-29,Refurbished
Z9H52AA,AMD Radeon R7 450 4GB PCIe x16 GFX,AMD Radeon R7 450 4GB PCIe x16 Graphics Adpater,Accessories>Computer Components>Graphic/Video Cards,Commercial,2017-08-23,Refurbished
C2J97AA,HP 5GB NVIDIA Tesla Compute Processor,HP 5GB NVIDIA Tesla K20 Compute Processor,Accessories>Computer Components>Graphic/Video Cards,Commercial,2013-08-20,Refurbished
A9C88AA,HP NVIDIA 2000D (DVI Only) Card,HP NVIDIA Quadro 2000D (Spec DVI Only) Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2013-04-08,Refurbished
G5K57AA,HP NVIDIA Sync Card,HP NVIDIA Quadro Sync Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2015-05-18,Refurbished
B1R44AA, DP Graphics Card,AMD Radeon HD 7450 DP (1GB) PCIe x16 Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-08-05,Refurbished
A7U59ATR,NVIDIA 512MB Graphics Rfrbd Card,NVIDIA NVS 310 512MB Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-09-05,Refurbished
A7U59AT,NVIDIA 512MB Graphics Card,NVIDIA NVS 310 512MB Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-10-16,Refurbished
A7U59AAR,NVIDIA 512MB Rfrbd Graphics Card,NVIDIA NVS 310 512MB Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-10-19,Refurbished
B1R44AAR,AMD Radeon 7450 DP Rfrbd Graphics Card,AMD Radeon HD 7450 DP 1GB PCIe x16 Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-11-02,Refurbished
A6R69AT,AMD FirePro V3900 1GB Graphics,AMD FirePro V3900 1GB Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-11-08,Refurbished
B4J92ATR,HP NVIDIA GT 630 2GB Rfrbd Graphics Card,HP NVIDIA GF GT 630 2GB DP x16 Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-12-03,Refurbished
A6R69ATR,AMD FirePro V3900 1GB Rfrbd Graphics,AMD FirePro V3900 1GB Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2012-12-31,Refurbished
B4J92AT,HP NVIDIA GT 630 2GB Graphics Card,HP NVIDIA GF GT 630 2GB DP x16 Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2013-01-04,Refurbished
A7U59AA,NVIDIA 512MB Graphics Card,NVIDIA NVS 310 512MB Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2013-01-11,Refurbished
H2C38AA,HP SED Solid State Drive,NVIDIA NVS 310 512MB Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2013-01-11,Refurbished
B9C78AA,HP NVIDIA 1000M Graphics Card,HP NVIDIA Quadro 1000M 2GB GFX Graphics Card,Accessories>Computer Components>Graphic/Video Cards,Commercial,2013-05-07,Refurbished
