part,name,description,category,product_line_id,release_date,original_condition_id
F4K66UT#ABA,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 Touch W8P-64 i5 4570S 2.9GHz 500GB 4GB DVDRW 23.0HD WLAN Intel HD 4600 AiO PC,All-in-Ones,Commercial,09-07-2014,Refurbished
710089R-999-FQRS,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i5 4570S 2.9GHz 500GB SATA 4GB DVDRW 23.0FHD WLAN HD 4600 Cam AiO PC,All-in-Ones,Commercial,14-07-2014,Refurbished
710089R-999-FQR7,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i7 4770S 3.1GHz 500GB SATA 8GB DVDRW 23.0FHD Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,14-07-2014,Refurbished
710091R-999-FQRH,HP ProOne 600 i5 4570S Rfrbd AiO PC,HP ProOne 600 W7P-64 i5 4570S 2.9GHz 500GB SATA 8GB DVDRW 21.5FHD Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,14-07-2014,Refurbished
710091R-999-FQR6,HP ProOne 600 i5 4670S Rfrbd AiO PC,HP ProOne 600 W7P-64 i5 4670S 3.1GHz 500GB SATA 4GB DVDRW 21.5FHD WLAN BT HD 4600 Cam AiO PC,All-in-Ones,Commercial,14-07-2014,Refurbished
F4K67UT#ABA,HP EliteOne 800 i5 4670S AiO PC,HP EliteOne 800 Touch W8P-64 i5 4670S 3.1GHz 500GB 4GB(1x4GB) DVDRW 23.0HD WLAN Intel HD 4600 AiO PC,All-in-Ones,Commercial,15-07-2014,Refurbished
F4K67UT#ABA,HP EliteOne 800 i5 4670S Rfrbd AiO PC,HP EliteOne 800 Touch W8P-64 i5 4670S 3.1GHz 500GB SATA 4GB DVDRW 23.0HD WLAN Intel 4600 AiO PC,All-in-Ones,Commercial,15-07-2014,Refurbished
F4K84UT#ABA,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 Touch W8P-64 i7 4770S 3.1GHz 1TB 8GB DVDRW 23.0HD WLAN AMD HD 7650A 2GB AiO PC,All-in-Ones,Commercial,15-07-2014,Refurbished
F4K84UT#ABA,HP EliteOne 800 i7 4770S AiO PC,HP EliteOne 800 Touch W8P-64 i7 4770S 3.1GHz 1TB Hybrid 8GB DVDRW 23.0HD WLAN AMD 7650A 2GB AiO PC,All-in-Ones,Commercial,15-07-2014,Refurbished
G8H28US#ABA,HP ProOne 400 i5 4570T AiO PC,HP ProOne 400 W7P-64 i5 4570T 2.9GHz 500GB SATA 4GB(1x4GB) DDR3 1600 19.5HD Intel HD 4600 AiO PC,All-in-Ones,Commercial,16-07-2014,Refurbished
F4J79UT#ABA-S,HP ProOne 400 i3 4330T Rfrbd AiO PC,HP ProOne 400 W8P/W7P-64 i3 4330T 3.0GHz 500GB 4GB DVDRW 19.5HD WLAN BT Cam Intel 4600 AiO PC,All-in-Ones,Commercial,16-07-2014,Refurbished
710089R-999-FQTT,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i7 4770S 3.1GHz 500GB SATA 16GB DVDRW 23.0FHD AMD HD 7650A Cam AiO PC,All-in-Ones,Commercial,17-07-2014,Refurbished
710089R-999-FQWH,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i5 4570S 2.9GHz 600GB SATA 4GB DVD 23.0FHD AMD HD 7650A Cam AiO PC,All-in-Ones,Commercial,21-07-2014,Refurbished
710089R-999-FQW6,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i5 4570S 2.9GHz 256GB SSD 8GB DVDRW 23.0FHD Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,21-07-2014,Refurbished
710089IR-999,HP EliteOne 800 CTO Rfrbd AiO PC,HP EliteOne 800 W7P-64 23.0FHD AiO PC,All-in-Ones,Commercial,22-07-2014,Refurbished
F4K67UT#ABA-Z,HP EliteOne 800 i5 4670S Rfrbd AiO PC,HP EliteOne 800 W8P-64 i5 4670S 3.1GHz 500GB 4GB DVDRW 23.0HD Touch WLAN Intel HD 4600 AiO PC,All-in-Ones,Commercial,22-07-2014,Refurbished
710091R-999-FQXR,HP ProOne 600 i5 4570S Rfrbd AiO PC,HP ProOne 600 W7P-64 i5 4570S 2.9GHz 500GB SATA 4GB DVD 21.5FHD Intel HD 4600 AiO PC,All-in-Ones,Commercial,25-07-2014,Refurbished
710091R-999-FQXG,HP ProOne 600 i5 4670S Rfrbd AiO PC,HP ProOne 600 W7P-64 i5 4670S 3.1GHz 500GB SATA 8GB DVDRW 21.5FHD Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,25-07-2014,Refurbished
F4K97UT#ABA,HP ProOne 600 i5 4670S Rfrbd AiO PC,HP ProOne 600 W8P/W7P-64 i5 4670S 3.1GHz 500GB 4GB(1x4GB) DVDRW 21.5HD WLAN Intel 4600 AiO PC,All-in-Ones,Commercial,25-07-2014,Refurbished
F4K95UT#ABA,HP EliteOne 800 i3 4130 Rfrbd AiO PC,HP EliteOne 800 W8P/W7P-64 i3 4130 3.4GHz 500GB 4GB(1x4GB) DVDRW 23.0HD WLAN Intel 4400 AiO PC,All-in-Ones,Commercial,28-07-2014,Refurbished
F4K64UT#ABA,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 W8P/W7P-64 i7 4770S 3.1GHz 1TB Hybrid 8GB DVDRW 23.0HD WLAN Intel 4600 AiO PC,All-in-Ones,Commercial,28-07-2014,Refurbished
F4K97UT#ABA,HP ProOne 600 i5 4670S AiO PC,HP ProOne 600 W8P/W7P-64 i5 4670S 3.1GHz 500GB SATA 4GB(1x4GB) DVDRW 21.5HD WLAN Intel 4600 AiO PC,All-in-Ones,Commercial,28-07-2014,Refurbished
G9L64UP#ABA,HP EliteOne 800 i5 4570S AiO PC,HP EliteOne 800 Touch W8.1P/W7P-64 i5 4570S 2.9GHz 500GB 8GB(1x8GB) DVDRW 23.0HD Intel HD 4600 AiO PC,All-in-Ones,Commercial,29-07-2014,Refurbished
E1Z33UT#ABA,HP rp5800 i3 2120 SFF POS PC,HP rp5800 W7P-64 i3 2120 3.3GHz 2-500GB SATA 4GB(1x4GB) DDR3 1600 DVD Intel HD 2000 SFF POS PC,All-in-Ones,Commercial,29-07-2014,Refurbished
710089R-999-FQYR,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i7 4770S 3.1GHz 128GB SSD 8GB No-Optical 23.0FHD 7650A Cam AiO PC,All-in-Ones,Commercial,30-07-2014,Refurbished
F4L10LT#ABM,HP ProOne 600 i5 4570S LTNA Rfrbd AiO PC,HP ProOne 600 W8P/W7P-64 i5 4570S 2.9GHz 500GB 4GB DVDRW 21.5HD WLAN Intel 4600 Cam LTNA AiO PC,All-in-Ones,Commercial,31-07-2014,Refurbished
F4K93UT#ABA,HP EliteOne 800 i3 4130 Rfrbd AiO PC,HP EliteOne 800 Touch W8P-64 i3 4130 3.4GHz 500GB 4GB DVDRW 23.0HD WLAN Intel 4400 Cam AiO PC,All-in-Ones,Commercial,01-08-2014,Refurbished
710089R-999-FR4G,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i5 4570S 2.9GHz 128GB SSD 16GB No-Optical 23.0FHD WLAN HD 4600 Cam AiO PC,All-in-Ones,Commercial,07-08-2014,Refurbished
F4L02UT#ABA,HP ProOne 600 PD G3420 AiO PC,HP ProOne 600 W8P/W7P-64 PD G3420 3.2GHz 500GB 4GB(1x4GB) DDR3 DVDRW 21.5HD WLAN Intel HD AiO PC,All-in-Ones,Commercial,08-08-2014,Refurbished
F4L02UT#ABA,HP ProOne 600 PD G3420 Rfrbd AiO PC,HP ProOne 600 W8P/W7P-64 PD G3420 3.2GHz 500GB SATA 4GB DVDRW 21.5HD WLAN Intel HD AiO PC,All-in-Ones,Commercial,08-08-2014,Refurbished
710089R-999-FR6F,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i5 4570S 2.9GHz 500GB 4GB DVDRW 23.0FHD WLAN BT Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,12-08-2014,Refurbished
737739R-999-FR7N,HP ProOne 400 i5 4570T Rfrbd AiO PC,HP ProOne 400 W7P-64 i5 4570T 2.9GHz 500GB SATA 4GB DVDRW 19.5HD+ Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,14-08-2014,Refurbished
710089R-999-FR9M,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i5 4570S 2.9GHz 256GB SSD 8GB DVDRW 23.0FHD WLAN HD 4600 Cam AiO PC,All-in-Ones,Commercial,20-08-2014,Refurbished
710089R-999-FR9V,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i7 4770S 3.1GHz 128GB SSD 500GB 8GB DVDRW 23.0FHD HD 4600 Cam AiO PC,All-in-Ones,Commercial,20-08-2014,Refurbished
737739R-999-FR9L,HP ProOne 400 i5 4570T Rfrbd AiO PC,HP ProOne 400 W7P-64 i5 4570T 2.9GHz 500GB SATA 8GB No-Optical 19.5HD+ Intel HD 4600 AiO PC,All-in-Ones,Commercial,20-08-2014,Refurbished
710089R-999-FRCW,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i5 4570S 2.9GHz 128GB SSD 4GB DVD 23.0FHD WLAN BT HD 4600 Cam AiO PC,All-in-Ones,Commercial,25-08-2014,Refurbished
737739R-999-FRCD,HP ProOne 400 i5 4570T Rfrbd AiO PC,HP ProOne 400 W7P-64 i5 4570T 2.9GHz 500GB SATA 8GB No-Optical 19.5HD+ Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,25-08-2014,Refurbished
F4K97UT#ABA-S,HP ProOne 600 i5 4670S Rfrbd AiO PC,HP ProOne 600 W8P/W7P-64 i5 4670S 3.1GHz 500GB SATA 4GB(1x4GB) DVDRW 21.5HD WLAN HD 4600 AiO PC,All-in-Ones,Commercial,28-08-2014,Refurbished
E9L38AW#ABA,HP EliteOne 800 i5 4670S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i5 4670S 3.1GHz 500GB 4GB DVDRW 23.0FHD WLAN HD 4600 Cam AiO PC,All-in-Ones,Commercial,01-09-2014,Refurbished
D8C91UT#ABA,HP 8300 i5 3470 Rfrbd AiO PC,HP 8300 W7P-64 i5 3470 3.2GHz 500GB SATA 4GB DVDRW 23.0FHD Touch WLAN HD 2500 Cam AiO PC,All-in-Ones,Commercial,08-09-2014,Refurbished
J7S85US#ABA,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i5 4570S 2.9GHz 500GB 8GB(1x8GB) DVDRW 23.0FHD WLAN HD 4600 AiO PC,All-in-Ones,Commercial,08-09-2014,Refurbished
G1H82US#ABA,HP EliteOne 800 i5 4670S AiO PC,HP EliteOne 800 W7P-64 i5 4670S 3.1GHz 128GB SSD 4GB DVDRW 23.0FHD Touch WLAN HD 4600 AiO PC,All-in-Ones,Commercial,08-09-2014,Refurbished
F4K60UT#ABA-S,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 W8P/W7P-64 i5 4570S 2.9GHz 500GB 4GB(1x4GB) DVDRW 23.0FHD WLAN HD 4600 Cam AiO PC,All-in-Ones,Commercial,08-09-2014,Refurbished
E3U13UT#ABA,HP EliteOne 800 i5 4670S Rfrbd AiO PC,HP EliteOne 800 W8P/W7P-64 i5 4670S 3.1GHz 500GB 4GB DVDRW 23.0FHD Touch WLAN HD 4600 AiO PC,All-in-Ones,Commercial,08-09-2014,Refurbished
D0A61AV#005,HP EliteOne 800 i3 3240 LTNA Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i3 3240 3.4GHz 500GB 4GB DVDRW 23.0FHD Tilt/Swivel LTNA AiO PC,All-in-Ones,Commercial,09-09-2014,Refurbished
710089R-999-FRFQ,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i7 4770S 3.1GHz 500GB SATA 8GB DVDRW 23.0FHD HD 4600 Cam AiO PC,All-in-Ones,Commercial,09-09-2014,Refurbished
K1L96U8#ABA,HP EliteOne 800 i5 4570S AiO PC,HP EliteOne 800 Touch W8P-64 i5 4570s 2.9GHz 500GB 8GB DVDRW 23.0FHD WLAN Tilt/Swivel Cam AiO PC,All-in-Ones,Commercial,10-09-2014,Refurbished
K1L96U8#ABA,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 Touch W8P-64 i5 4570s 2.9GHz 500GB 8GB DVDRW 23.0FHD WLAN Tilt/Swivl Cam AiO PC,All-in-Ones,Commercial,10-09-2014,Refurbished
710089R-999-FRGY,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i5 4570S 2.9GHz 500GB 8GB DVDRW 23.0FHD WLAN HD 4600 Cam AiO PC,All-in-Ones,Commercial,12-09-2014,Refurbished
710089R-999-FRGS,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i7 4770S 3.1GHz 500GB SATA 16GB DVDRW 23.0FHD HD 4600 Cam AiO PC,All-in-Ones,Commercial,12-09-2014,Refurbished
710089R-999-FRH5,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 Touch W7P-64 i5 4570S 2.9GHz 500GB SATA 4GB DVD 23.0FHD HD 4600 Cam AiO PC,All-in-Ones,Commercial,15-09-2014,Refurbished
710089R-999-FRHK,HP EliteOne 800 i7 4770S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i7 4770S 3.1GHz 500GB SATA 8GB DVDRW 23.0FHD Intel HD 4600 Cam SD1 AiO PC,All-in-Ones,Commercial,15-09-2014,Refurbished
710091R-999-FRH8,HP ProOne 600 i3 4130 Rfrbd AiO PC,HP ProOne 600 W7P-64 i3 4130 3.4GHz 500GB SATA 4GB DVDRW 21.5FHD WLAN BT Intel HD Cam AiO PC,All-in-Ones,Commercial,15-09-2014,Refurbished
710091R-999-FRHQ,HP ProOne 600 i5 4570S Rfrbd AiO PC,HP ProOne 600 W7P-64 i5 4570S 2.9GHz 500GB SATA 8GB DVDRW 21.5FHD WLAN Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,15-09-2014,Refurbished
J3V64US#ABA,HP EliteOne 800.1P/i5 4670S Rfrbd AiO PC,HP EliteOne 800 W8.1P/W7P-64 i5 4670S 3.1GHz 500GB 8GB(2DM) No-Optical 23.0HD HD 4600 Cam AiO PC,All-in-Ones,Commercial,17-09-2014,Refurbished
J9S06US#ABA,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 W7P-64 i5 4570S 2.9GHz 128GB SSD 8GB No-Optical 23.0FHD WLAN HD 4600 Cam AiO PC,All-in-Ones,Commercial,18-09-2014,Refurbished
J9S06US#ABA,HP EliteOne 800 i5 4570S AiO PC,HP EliteOne 800 W7P-64 i5 4570S 2.9GHz 128GB SSD 8GB(1DM) No-Optical 23.0FHD WLAN HD 4600 Cam AiO PC,All-in-Ones,Commercial,18-09-2014,Refurbished
F4K73UT#ABA,HP ProOne 400 i3 4330T AiO PC,HP ProOne 400 Touch W8.1P-64 i3 4330T 3.0GHz 500GB Hybrid 4GB DVDRW 21.5FHD WLAN HD 4600 AiO PC,All-in-Ones,Commercial,19-09-2014,Refurbished
F4K73UT#ABA,HP ProOne 400 i3 4330T Rfrbd AiO PC,HP ProOne 400 Touch W8.1P-64 i3 4330T 3.0GHz 500GB Hybrid 4GB DVDRW 21.5FHD WLAN Intel AiO PC,All-in-Ones,Commercial,19-09-2014,Refurbished
F4K74UT#ABA,HP ProOne 400 i3 4330T Rfrbd AiO PC,HP ProOne 400 W8.1P/W7P-64 i3 4330T 3.0GHz 500GB 4GB DVDRW 21.5FHD Touch WLAN HD 4600 AiO PC,All-in-Ones,Commercial,19-09-2014,Refurbished
F4K71UT#ABA,HP ProOne 400 i3 4330T Rfrbd AiO PC,HP ProOne 400 W8.1P-64 i3 4330T 3.0GHz 500GB SATA 4GB DVDRW 21.5FHD Touch WLAN HD 4600 AiO PC,All-in-Ones,Commercial,19-09-2014,Refurbished
F4K72UT#ABA,HP ProOne 400 i5 4570T Rfrbd AiO PC,HP ProOne 400 W8.1P-64 i5 4570T 2.9GHz 500GB SATA 8GB DVDRW 21.5FHD Touch WLAN HD 4600 AiO PC,All-in-Ones,Commercial,19-09-2014,Refurbished
F4K38UA#ABA,HP ProOne 400 PD G3420T Rfrbd AiO PC,HP ProOne 400 W8.1P-64 PD G3420T 2.7GHz 500GB SATA 4GB(1DM) DVDRW 21.5FHD Touch WLAN AiO PC,All-in-Ones,Commercial,19-09-2014,Refurbished
F4K66UT#ABA,HP EliteOne 800 i5 4570S AiO PC,HP EliteOne 800 Touch W8.1P-64 i5 4570S 2.9GHz 500GB SATA 4GB(1DM) DVDRW 23.0FHD WLAN Cam AiO PC,All-in-Ones,Commercial,23-09-2014,Refurbished
G4Q57US#ABA,HP EliteOne 800 i5 4570S Rfrbd AiO PC,HP EliteOne 800 Touch W8.1P-64 i5 4570S 2.9GHz 500GB SATA 4GB(1DM) DVDRW 23.0FHD WLAN Cam AiO PC,All-in-Ones,Commercial,23-09-2014,Refurbished
G5Z00US#ABA,HP EliteOne 800 i5 4570S AiO PC,HP EliteOne 800 Touch W7P-64 i5 4570S 2.9GHz 500GB 8GB(2x4GB) DVDRW 23.0FHD HD 7650A 2GB Cam AiO PC,All-in-Ones,Commercial,25-09-2014,Refurbished
710091R-999-FRM8,HP ProOne 600 i5 4570S Rfrbd AiO PC,HP ProOne 600 W7P-64 i5 4570S 2.9GHz 500GB SATA 4GB DVD 21.5FHD Intel HD 4600 Cam AiO PC,All-in-Ones,Commercial,26-09-2014,Refurbished
F4K74UT#ABA,HP ProOne 400 i3 4330T AiO PC,HP ProOne 400 W8.1P/W7P-64 i3 4330T 3.0GHz 500GB 4GB DVDRW 21.5FHD Touch WLAN HD 4600 AiO PC,All-in-Ones,Commercial,29-09-2014,Refurbished
